match_id,date,home_team,away_team,FTHG,FTAG,FTR,HTHG,HTAG,HTR,referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,WHH,WHD,WHA
103,2004-10-30 12:00:00,Charlton,Middlesbrough,1.0,2.0,3,0.0,1.0,A,M Halsey,8.0,11.0,7.0,7.0,14.0,8.0,3.0,4.0,3.0,0.0,0.0,0.0,2.6,3.2,2.62,2.4,3.2,2.7,2.37,3.0,2.7
104,2004-10-30 12:00:00,Everton,Aston Villa,1.0,1.0,2,1.0,1.0,D,S Dunn,20.0,9.0,8.0,5.0,10.0,19.0,8.0,3.0,1.0,1.0,0.0,0.0,2.1,3.2,3.5,2.1,3.2,3.2,2.0,3.0,3.4
105,2004-10-30 12:00:00,Fulham,Tottenham,2.0,0.0,1,1.0,0.0,H,A Wiley,8.0,5.0,4.0,1.0,11.0,9.0,5.0,4.0,0.0,1.0,0.0,0.0,2.5,3.2,2.75,2.5,3.15,2.6,2.5,2.9,2.62
106,2004-10-30 12:00:00,Portsmouth,Man United,2.0,0.0,1,0.0,0.0,D,N Barry,11.0,20.0,7.0,9.0,19.0,9.0,3.0,9.0,0.0,2.0,0.0,0.0,5.5,3.4,1.66,5.0,3.35,1.65,4.5,3.3,1.66
107,2004-10-30 12:00:00,West Brom,Chelsea,1.0,4.0,3,0.0,1.0,A,B Knight,12.0,19.0,9.0,9.0,12.0,8.0,2.0,6.0,1.0,0.0,0.0,0.0,7.5,4.0,1.44,6.5,3.55,1.5,6.5,3.6,1.44
108,2004-10-31 12:00:00,Bolton,Newcastle,2.0,1.0,1,0.0,0.0,D,G Poll,17.0,5.0,11.0,4.0,14.0,11.0,4.0,5.0,1.0,1.0,0.0,0.0,2.5,3.2,2.75,2.4,3.1,2.75,2.4,3.1,2.6
109,2004-11-01 12:00:00,Man City,Norwich,1.0,1.0,2,1.0,0.0,H,S Bennett,19.0,10.0,11.0,5.0,10.0,13.0,9.0,4.0,1.0,0.0,0.0,0.0,1.72,3.4,5.0,1.7,3.2,5.0,1.66,3.1,5.0
110,2004-11-06 12:00:00,Aston Villa,Portsmouth,3.0,0.0,1,3.0,0.0,H,M Halsey,10.0,7.0,9.0,2.0,8.0,13.0,6.0,4.0,1.0,1.0,0.0,0.0,1.83,3.3,4.33,1.75,3.25,4.5,1.8,3.1,4.0
111,2004-11-06 12:00:00,Chelsea,Everton,1.0,0.0,1,0.0,0.0,D,M Riley,12.0,3.0,3.0,1.0,10.0,15.0,16.0,3.0,1.0,3.0,0.0,0.0,1.4,4.0,9.0,1.4,4.0,7.25,1.4,3.75,7.0
112,2004-11-06 12:00:00,Crystal Palace,Arsenal,1.0,1.0,2,0.0,0.0,D,M Dean,3.0,19.0,1.0,13.0,10.0,8.0,1.0,8.0,0.0,1.0,0.0,0.0,7.5,4.0,1.44,7.25,4.0,1.4,7.0,4.0,1.36
113,2004-11-06 12:00:00,Liverpool,Birmingham,0.0,1.0,3,0.0,0.0,D,U Rennie,17.0,6.0,8.0,1.0,19.0,17.0,4.0,5.0,3.0,1.0,0.0,0.0,1.5,3.6,7.5,1.4,4.0,7.25,1.44,3.6,6.5
114,2004-11-06 12:00:00,Norwich,Blackburn,1.0,1.0,2,0.0,0.0,D,S Dunn,12.0,15.0,5.0,9.0,18.0,12.0,7.0,4.0,1.0,0.0,0.0,1.0,2.3,3.25,3.0,2.25,3.1,3.0,2.2,3.2,2.8
115,2004-11-06 12:00:00,Southampton,West Brom,2.0,2.0,2,1.0,2.0,A,S Bennett,11.0,10.0,6.0,5.0,13.0,14.0,5.0,1.0,2.0,0.0,0.0,0.0,2.0,3.2,3.75,2.0,3.2,3.45,2.0,3.1,3.3
116,2004-11-06 12:00:00,Tottenham,Charlton,2.0,3.0,3,0.0,2.0,A,N Barry,19.0,3.0,11.0,3.0,6.0,13.0,5.0,1.0,0.0,2.0,0.0,1.0,1.9,3.1,4.33,1.7,3.3,4.75,1.83,3.2,3.75
117,2004-11-07 12:00:00,Man United,Man City,0.0,0.0,2,0.0,0.0,D,G Poll,15.0,3.0,10.0,1.0,10.0,10.0,16.0,1.0,2.0,2.0,1.0,0.0,1.4,4.0,9.0,1.4,4.0,7.25,1.4,3.75,7.0
118,2004-11-07 12:00:00,Middlesbrough,Bolton,1.0,1.0,2,0.0,0.0,D,P Walton,14.0,7.0,5.0,4.0,13.0,12.0,3.0,3.0,1.0,3.0,0.0,1.0,2.0,3.2,3.75,1.9,3.25,3.75,1.9,3.2,3.5
119,2004-11-07 12:00:00,Newcastle,Fulham,1.0,4.0,3,0.0,1.0,A,H Webb,26.0,11.0,20.0,7.0,12.0,16.0,19.0,0.0,1.0,1.0,0.0,0.0,1.57,3.5,6.5,1.55,3.45,6.0,1.53,3.5,5.5
120,2004-11-13 12:00:00,Birmingham,Everton,0.0,1.0,3,0.0,0.0,D,R Styles,15.0,9.0,4.0,8.0,13.0,12.0,5.0,3.0,0.0,1.0,1.0,0.0,2.37,3.1,3.0,2.5,3.1,2.65,2.3,3.1,2.75
121,2004-11-13 12:00:00,Bolton,Aston Villa,1.0,2.0,3,1.0,1.0,D,A D'Urso,15.0,10.0,7.0,5.0,10.0,17.0,9.0,5.0,1.0,1.0,0.0,0.0,2.25,3.2,3.1,1.95,3.1,3.75,2.05,3.1,3.2
122,2004-11-13 12:00:00,Charlton,Norwich,4.0,0.0,1,2.0,0.0,H,A Marriner,16.0,8.0,11.0,4.0,14.0,11.0,1.0,5.0,0.0,3.0,0.0,0.0,1.8,3.1,5.0,1.75,3.1,4.75,1.8,3.1,4.0
123,2004-11-13 12:00:00,Fulham,Chelsea,1.0,4.0,3,0.0,1.0,A,U Rennie,7.0,16.0,2.0,11.0,13.0,13.0,1.0,5.0,0.0,2.0,0.0,0.0,6.0,3.2,1.66,5.5,3.4,1.6,5.5,3.3,1.57
124,2004-11-13 12:00:00,Liverpool,Crystal Palace,3.0,2.0,1,2.0,1.0,H,P Dowd,18.0,4.0,5.0,4.0,13.0,17.0,7.0,1.0,1.0,3.0,0.0,0.0,1.5,3.5,8.0,1.35,4.0,9.0,1.44,3.75,6.0
125,2004-11-13 12:00:00,Man City,Blackburn,1.0,1.0,2,1.0,0.0,H,M Clattenburg,8.0,11.0,7.0,2.0,19.0,13.0,3.0,5.0,1.0,3.0,1.0,0.0,1.8,3.4,4.5,1.8,3.2,4.3,1.83,3.2,3.75
126,2004-11-13 12:00:00,Southampton,Portsmouth,2.0,1.0,1,1.0,1.0,D,G Poll,11.0,13.0,5.0,6.0,14.0,15.0,4.0,8.0,1.0,3.0,0.0,0.0,2.4,3.2,2.87,2.25,3.1,3.0,2.37,3.1,2.62
127,2004-11-13 12:00:00,Tottenham,Arsenal,4.0,5.0,3,1.0,1.0,D,S Bennett,10.0,10.0,7.0,6.0,20.0,9.0,3.0,4.0,3.0,0.0,0.0,0.0,5.5,3.2,1.72,5.5,3.4,1.6,5.0,3.1,1.66
128,2004-11-14 12:00:00,Newcastle,Man United,1.0,3.0,3,0.0,1.0,A,M Dean,13.0,12.0,7.0,7.0,11.0,16.0,2.0,7.0,2.0,0.0,0.0,0.0,3.0,3.25,2.3,2.8,3.15,2.35,2.8,3.2,2.2
129,2004-11-14 12:00:00,West Brom,Middlesbrough,1.0,2.0,3,1.0,1.0,D,S Dunn,16.0,11.0,6.0,7.0,14.0,14.0,7.0,10.0,0.0,0.0,0.0,0.0,3.1,3.1,2.3,2.75,3.1,2.4,2.8,3.1,2.25
130,2004-11-20 12:00:00,Arsenal,West Brom,1.0,1.0,2,0.0,0.0,D,H Webb,11.0,4.0,4.0,2.0,9.0,12.0,12.0,3.0,0.0,1.0,0.0,0.0,1.16,6.5,15.0,1.2,5.25,13.0,1.16,5.5,12.0
131,2004-11-20 12:00:00,Chelsea,Bolton,2.0,2.0,2,1.0,0.0,H,D Gallagher,17.0,10.0,11.0,5.0,18.0,11.0,9.0,2.0,1.0,0.0,0.0,0.0,1.36,4.33,9.0,1.4,4.0,7.25,1.36,3.75,8.0
132,2004-11-20 12:00:00,Crystal Palace,Newcastle,0.0,2.0,3,0.0,0.0,D,M Halsey,7.0,17.0,5.0,9.0,13.0,10.0,3.0,5.0,1.0,3.0,0.0,0.0,3.1,3.2,2.25,2.85,3.1,2.35,2.8,3.1,2.25
133,2004-11-20 12:00:00,Everton,Fulham,1.0,0.0,1,0.0,0.0,D,G Poll,13.0,6.0,7.0,4.0,11.0,24.0,12.0,7.0,0.0,1.0,0.0,0.0,1.83,3.25,4.5,1.7,3.2,5.0,1.9,2.87,4.0
134,2004-11-20 12:00:00,Man United,Charlton,2.0,0.0,1,1.0,0.0,H,R Styles,20.0,5.0,11.0,2.0,8.0,13.0,6.0,3.0,0.0,0.0,0.0,0.0,1.33,4.5,9.5,1.35,4.0,9.0,1.36,3.75,8.0
135,2004-11-20 12:00:00,Middlesbrough,Liverpool,2.0,0.0,1,1.0,0.0,H,S Bennett,14.0,17.0,6.0,10.0,14.0,10.0,3.0,5.0,3.0,2.0,0.0,0.0,2.5,3.2,2.75,2.45,3.2,2.65,2.5,3.1,2.5
136,2004-11-20 12:00:00,Norwich,Southampton,2.0,1.0,1,1.0,1.0,D,M Riley,9.0,14.0,8.0,7.0,19.0,14.0,4.0,6.0,1.0,1.0,0.0,0.0,2.37,3.1,3.0,2.35,3.05,2.85,2.25,3.2,2.75
137,2004-11-20 12:00:00,Portsmouth,Man City,1.0,3.0,3,1.0,1.0,D,M Messias,9.0,18.0,7.0,13.0,8.0,14.0,8.0,11.0,3.0,0.0,0.0,0.0,2.3,3.25,3.0,2.1,3.2,3.2,2.1,3.2,3.0
138,2004-11-21 12:00:00,Blackburn,Birmingham,3.0,3.0,2,1.0,3.0,A,N Barry,15.0,8.0,10.0,5.0,12.0,9.0,6.0,9.0,1.0,1.0,0.0,0.0,2.3,3.1,3.1,2.3,3.2,2.8,2.37,3.0,2.7
139,2004-11-22 12:00:00,Aston Villa,Tottenham,1.0,0.0,1,0.0,0.0,D,C Foy,9.0,11.0,5.0,6.0,17.0,11.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,3.2,3.75,1.85,3.2,4.0,1.9,3.1,3.6
140,2004-11-27 12:00:00,Birmingham,Norwich,1.0,1.0,2,1.0,0.0,H,G Poll,16.0,7.0,10.0,3.0,14.0,12.0,6.0,1.0,2.0,1.0,0.0,0.0,1.83,3.25,4.5,1.65,3.2,5.5,1.83,3.0,4.0
141,2004-11-27 12:00:00,Bolton,Portsmouth,0.0,1.0,3,0.0,1.0,A,S Dunn,19.0,8.0,10.0,4.0,13.0,14.0,7.0,6.0,0.0,1.0,0.0,0.0,1.61,3.4,6.0,1.7,3.3,4.75,1.61,3.3,5.0
142,2004-11-27 12:00:00,Charlton,Chelsea,0.0,4.0,3,0.0,1.0,A,M Clattenburg,8.0,16.0,4.0,12.0,13.0,11.0,7.0,10.0,0.0,1.0,0.0,0.0,6.5,3.5,1.57,6.0,3.45,1.55,6.0,3.25,1.53
143,2004-11-27 12:00:00,Fulham,Blackburn,0.0,2.0,3,0.0,1.0,A,R Styles,12.0,17.0,6.0,4.0,9.0,13.0,6.0,6.0,2.0,1.0,1.0,0.0,1.9,3.3,4.0,1.9,3.2,3.8,1.83,3.0,4.0
144,2004-11-27 12:00:00,Man City,Aston Villa,2.0,0.0,1,2.0,0.0,H,M Riley,11.0,7.0,6.0,3.0,14.0,19.0,8.0,8.0,1.0,1.0,0.0,1.0,2.3,3.25,3.0,2.3,3.1,2.9,2.2,3.2,2.8
145,2004-11-27 12:00:00,Southampton,Crystal Palace,2.0,2.0,2,0.0,0.0,D,P Walton,15.0,11.0,8.0,8.0,7.0,11.0,4.0,8.0,0.0,3.0,0.0,0.0,2.0,3.2,3.75,1.9,3.2,3.8,2.0,3.0,3.4
146,2004-11-27 12:00:00,West Brom,Man United,0.0,3.0,3,0.0,0.0,D,S Bennett,3.0,18.0,2.0,9.0,13.0,11.0,1.0,8.0,0.0,0.0,0.0,0.0,7.0,3.6,1.53,5.25,3.5,1.6,6.0,3.25,1.53
147,2004-11-28 12:00:00,Liverpool,Arsenal,2.0,1.0,1,1.0,0.0,H,A Wiley,11.0,3.0,7.0,2.0,6.0,16.0,6.0,0.0,0.0,2.0,0.0,0.0,3.4,3.25,2.1,3.2,3.2,2.1,3.1,3.1,2.1
148,2004-11-28 12:00:00,Newcastle,Everton,1.0,1.0,2,1.0,0.0,H,N Barry,19.0,7.0,9.0,3.0,14.0,19.0,8.0,4.0,1.0,3.0,0.0,0.0,1.83,3.25,4.5,1.85,3.2,4.0,1.8,3.1,4.0
149,2004-11-28 12:00:00,Tottenham,Middlesbrough,2.0,0.0,1,0.0,0.0,D,P Dowd,14.0,8.0,9.0,3.0,11.0,13.0,5.0,7.0,1.0,2.0,0.0,1.0,2.5,3.1,2.8,2.35,3.2,2.75,2.37,3.1,2.62
150,2004-12-04 12:00:00,Arsenal,Birmingham,3.0,0.0,1,1.0,0.0,H,D Gallagher,7.0,2.0,4.0,1.0,7.0,15.0,4.0,2.0,0.0,1.0,0.0,0.0,1.33,4.5,9.5,1.3,4.5,9.0,1.28,4.5,8.0
151,2004-12-04 12:00:00,Aston Villa,Liverpool,1.0,1.0,2,1.0,1.0,D,M Halsey,3.0,12.0,2.0,7.0,10.0,10.0,3.0,9.0,1.0,0.0,0.0,0.0,2.5,3.2,2.75,2.3,3.1,2.9,2.4,3.1,2.6
152,2004-12-04 12:00:00,Blackburn,Tottenham,0.0,1.0,3,0.0,0.0,D,M Dean,12.0,10.0,7.0,8.0,11.0,11.0,7.0,5.0,3.0,1.0,0.0,0.0,2.5,3.2,2.75,2.5,3.0,2.7,2.37,3.0,2.7
153,2004-12-04 12:00:00,Chelsea,Newcastle,4.0,0.0,1,0.0,0.0,D,R Styles,14.0,9.0,9.0,5.0,12.0,15.0,3.0,2.0,1.0,2.0,0.0,0.0,1.44,4.0,7.5,1.5,3.5,6.75,1.44,3.6,6.5
154,2004-12-04 12:00:00,Everton,Bolton,3.0,2.0,1,1.0,1.0,D,H Webb,12.0,10.0,3.0,6.0,14.0,18.0,4.0,4.0,0.0,3.0,0.0,0.0,2.0,3.2,3.75,2.15,3.1,3.2,2.0,2.87,3.6
155,2004-12-04 12:00:00,Man United,Southampton,3.0,0.0,1,0.0,0.0,D,B Knight,34.0,4.0,14.0,0.0,5.0,10.0,16.0,2.0,0.0,1.0,0.0,0.0,1.22,5.5,13.0,1.22,5.5,9.75,1.22,5.0,9.5
156,2004-12-04 12:00:00,Norwich,Fulham,0.0,1.0,3,0.0,1.0,A,A Wiley,10.0,15.0,4.0,9.0,22.0,22.0,5.0,4.0,1.0,3.0,0.0,0.0,2.37,3.25,2.87,2.45,3.1,2.7,2.3,3.0,2.8
157,2004-12-04 12:00:00,Portsmouth,West Brom,3.0,2.0,1,1.0,2.0,A,P Walton,14.0,10.0,10.0,4.0,14.0,14.0,8.0,3.0,0.0,2.0,0.0,0.0,1.83,3.3,4.33,1.75,3.2,4.6,1.83,2.87,4.33
158,2004-12-05 12:00:00,Crystal Palace,Charlton,0.0,1.0,3,0.0,0.0,D,M Messias,5.0,11.0,3.0,7.0,16.0,14.0,5.0,3.0,2.0,3.0,0.0,0.0,2.37,3.2,2.9,2.4,3.2,2.7,2.3,3.1,2.75
159,2004-12-06 12:00:00,Middlesbrough,Man City,3.0,2.0,1,1.0,1.0,D,G Poll,11.0,9.0,7.0,6.0,14.0,18.0,6.0,4.0,0.0,3.0,0.0,0.0,1.83,3.25,4.5,1.85,3.2,4.0,1.83,3.2,3.75
160,2004-12-11 12:00:00,Crystal Palace,Blackburn,0.0,0.0,2,0.0,0.0,D,A Wiley,8.0,16.0,1.0,8.0,19.0,20.0,2.0,1.0,3.0,3.0,0.0,1.0,2.3,3.25,3.0,2.15,3.15,3.15,2.25,3.2,2.75
161,2004-12-11 12:00:00,Everton,Liverpool,1.0,0.0,1,0.0,0.0,D,S Bennett,6.0,16.0,2.0,5.0,12.0,14.0,2.0,7.0,2.0,3.0,0.0,0.0,2.6,3.2,2.62,2.55,3.15,2.55,2.5,3.1,2.5
162,2004-12-11 12:00:00,Man City,Tottenham,0.0,1.0,3,0.0,0.0,D,D Gallagher,8.0,5.0,3.0,2.0,8.0,9.0,6.0,2.0,1.0,2.0,0.0,0.0,2.1,3.25,3.4,2.0,3.2,3.45,2.15,3.2,2.9
163,2004-12-11 12:00:00,Newcastle,Portsmouth,1.0,1.0,2,1.0,1.0,D,M Riley,15.0,6.0,2.0,3.0,12.0,15.0,6.0,2.0,1.0,2.0,0.0,0.0,1.57,3.5,6.5,1.6,3.6,5.0,1.57,3.3,5.5
164,2004-12-11 12:00:00,Norwich,Bolton,3.0,2.0,1,1.0,2.0,A,B Knight,9.0,4.0,4.0,3.0,10.0,26.0,4.0,4.0,1.0,3.0,0.0,0.0,2.75,3.2,2.5,2.55,3.15,2.55,2.6,3.1,2.4
165,2004-12-11 12:00:00,Southampton,Middlesbrough,2.0,2.0,2,1.0,0.0,H,N Barry,16.0,15.0,5.0,7.0,11.0,12.0,4.0,6.0,1.0,1.0,0.0,0.0,2.87,3.2,2.4,2.9,3.2,2.25,2.8,3.2,2.2
166,2004-12-11 12:00:00,West Brom,Charlton,0.0,1.0,3,0.0,1.0,A,C Foy,7.0,8.0,4.0,2.0,16.0,13.0,6.0,6.0,0.0,0.0,0.0,0.0,2.5,3.1,2.8,2.2,3.2,3.0,2.5,3.1,2.5
167,2004-12-12 12:00:00,Arsenal,Chelsea,2.0,2.0,2,2.0,1.0,H,G Poll,10.0,10.0,5.0,5.0,11.0,17.0,4.0,6.0,1.0,3.0,0.0,0.0,2.5,3.1,2.8,2.25,3.15,2.95,2.3,3.0,2.8
168,2004-12-12 12:00:00,Aston Villa,Birmingham,1.0,2.0,3,0.0,2.0,A,S Dunn,9.0,9.0,3.0,5.0,9.0,28.0,6.0,0.0,2.0,4.0,0.0,0.0,2.0,3.1,4.0,1.9,3.2,3.8,1.83,3.0,4.0
169,2004-12-13 12:00:00,Fulham,Man United,1.0,1.0,2,0.0,1.0,A,P Dowd,7.0,14.0,3.0,6.0,15.0,11.0,6.0,7.0,2.0,1.0,0.0,0.0,6.5,3.5,1.57,5.2,3.5,1.6,5.5,3.5,1.53
170,2004-12-14 12:00:00,Liverpool,Portsmouth,1.0,1.0,2,0.0,0.0,D,M Clattenburg,12.0,7.0,7.0,4.0,6.0,9.0,6.0,4.0,0.0,0.0,0.0,0.0,1.44,4.0,7.5,1.45,3.7,7.0,1.5,3.4,6.0
171,2004-12-18 12:00:00,Birmingham,West Brom,4.0,0.0,1,3.0,0.0,H,M Riley,7.0,11.0,5.0,9.0,14.0,20.0,2.0,2.0,0.0,4.0,0.0,0.0,1.8,3.1,5.0,1.7,3.2,5.0,1.8,3.0,4.2
172,2004-12-18 12:00:00,Blackburn,Everton,0.0,0.0,2,0.0,0.0,D,M Halsey,13.0,5.0,9.0,2.0,25.0,21.0,7.0,3.0,1.0,2.0,0.0,0.0,2.75,3.2,2.5,2.9,3.2,2.25,2.8,3.1,2.25
173,2004-12-18 12:00:00,Bolton,Man City,0.0,1.0,3,0.0,0.0,D,U Rennie,14.0,6.0,6.0,2.0,17.0,12.0,8.0,1.0,0.0,0.0,0.0,0.0,2.2,3.2,3.25,2.1,3.2,3.2,2.0,3.2,3.2
174,2004-12-18 12:00:00,Chelsea,Norwich,4.0,0.0,1,3.0,0.0,H,M Dean,12.0,1.0,8.0,0.0,12.0,11.0,7.0,3.0,0.0,0.0,0.0,0.0,1.16,6.5,15.0,1.2,5.4,12.0,1.16,5.5,12.0
175,2004-12-18 12:00:00,Man United,Crystal Palace,5.0,2.0,1,2.0,1.0,H,S Dunn,19.0,4.0,14.0,3.0,12.0,8.0,15.0,3.0,0.0,1.0,0.0,0.0,1.22,5.5,13.0,1.2,5.4,12.0,1.22,4.8,10.0
176,2004-12-18 12:00:00,Middlesbrough,Aston Villa,3.0,0.0,1,1.0,0.0,H,A D'Urso,9.0,14.0,8.0,6.0,6.0,18.0,5.0,6.0,0.0,1.0,0.0,0.0,1.9,3.1,4.33,2.0,3.15,3.5,1.9,3.2,3.5
177,2004-12-18 12:00:00,Tottenham,Southampton,5.0,1.0,1,3.0,0.0,H,P Dowd,18.0,7.0,12.0,4.0,9.0,13.0,6.0,3.0,0.0,2.0,0.0,0.0,1.72,3.4,5.0,1.75,3.25,4.5,1.72,3.25,4.2
178,2004-12-19 12:00:00,Liverpool,Newcastle,3.0,1.0,1,2.0,1.0,H,G Poll,15.0,7.0,5.0,3.0,12.0,19.0,5.0,5.0,0.0,3.0,0.0,1.0,1.9,3.1,4.33,1.75,3.25,4.5,1.83,3.2,3.75
179,2004-12-19 12:00:00,Portsmouth,Arsenal,0.0,1.0,3,0.0,0.0,D,H Webb,11.0,13.0,5.0,5.0,13.0,9.0,5.0,7.0,0.0,1.0,0.0,0.0,6.5,3.5,1.57,5.25,3.5,1.6,5.5,3.5,1.53
180,2004-12-20 12:00:00,Charlton,Fulham,2.0,1.0,1,1.0,0.0,H,S Bennett,8.0,6.0,5.0,4.0,14.0,16.0,5.0,3.0,1.0,2.0,0.0,0.0,2.0,3.2,3.75,2.0,3.15,3.5,1.9,3.2,3.5
181,2004-12-26 12:00:00,Arsenal,Fulham,2.0,0.0,1,1.0,0.0,H,B Knight,11.0,2.0,8.0,1.0,12.0,9.0,7.0,6.0,1.0,2.0,0.0,0.0,1.25,5.0,13.0,1.25,5.0,10.0,1.22,5.0,9.5
182,2004-12-26 12:00:00,Birmingham,Middlesbrough,2.0,0.0,1,2.0,0.0,H,S Bennett,11.0,9.0,10.0,6.0,17.0,9.0,5.0,3.0,1.0,0.0,0.0,0.0,2.62,3.2,2.62,2.4,3.1,2.75,2.5,3.1,2.5
183,2004-12-26 12:00:00,Blackburn,Newcastle,2.0,2.0,2,1.0,2.0,A,M Messias,21.0,5.0,11.0,3.0,18.0,19.0,7.0,5.0,1.0,2.0,0.0,0.0,2.6,3.25,2.6,2.4,3.1,2.75,2.62,3.1,2.37
184,2004-12-26 12:00:00,Chelsea,Aston Villa,1.0,0.0,1,1.0,0.0,H,P Walton,14.0,9.0,7.0,7.0,12.0,13.0,6.0,3.0,3.0,3.0,0.0,0.0,1.3,4.5,12.0,1.3,4.5,9.0,1.28,4.33,8.5
185,2004-12-26 12:00:00,Crystal Palace,Portsmouth,0.0,1.0,3,0.0,0.0,D,N Barry,18.0,11.0,10.0,6.0,10.0,14.0,9.0,7.0,0.0,2.0,0.0,0.0,2.5,3.2,2.75,2.35,3.15,2.8,2.37,3.1,2.62
186,2004-12-26 12:00:00,Everton,Man City,2.0,1.0,1,1.0,1.0,D,P Dowd,9.0,10.0,6.0,6.0,14.0,21.0,4.0,4.0,1.0,2.0,0.0,1.0,1.9,3.25,4.0,1.8,3.2,4.3,1.83,3.2,3.75
187,2004-12-26 12:00:00,Man United,Bolton,2.0,0.0,1,1.0,0.0,H,D Gallagher,14.0,8.0,7.0,1.0,12.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,1.28,5.0,10.0,1.35,4.2,8.25,1.33,4.0,8.0
188,2004-12-26 12:00:00,Norwich,Tottenham,0.0,2.0,3,0.0,0.0,D,M Riley,13.0,16.0,8.0,9.0,11.0,9.0,10.0,8.0,1.0,0.0,0.0,0.0,3.0,3.25,2.3,2.75,3.1,2.4,2.75,3.2,2.25
189,2004-12-26 12:00:00,Southampton,Charlton,0.0,0.0,2,0.0,0.0,D,S Dunn,12.0,15.0,4.0,5.0,7.0,12.0,5.0,11.0,1.0,0.0,0.0,0.0,2.6,3.25,2.6,2.25,3.1,3.0,2.37,3.1,2.62
190,2004-12-26 12:00:00,West Brom,Liverpool,0.0,5.0,3,0.0,1.0,A,R Styles,2.0,16.0,1.0,8.0,12.0,13.0,4.0,11.0,0.0,0.0,1.0,0.0,5.5,3.4,1.66,5.15,3.3,1.65,4.5,3.3,1.66
191,2004-12-28 12:00:00,Aston Villa,Man United,0.0,1.0,3,0.0,1.0,A,G Poll,8.0,15.0,6.0,7.0,14.0,10.0,6.0,9.0,0.0,3.0,0.0,0.0,4.75,3.5,1.72,4.0,3.2,1.85,3.75,3.3,1.8
192,2004-12-28 12:00:00,Bolton,Blackburn,0.0,1.0,3,0.0,1.0,A,R Styles,13.0,7.0,5.0,5.0,13.0,10.0,5.0,1.0,2.0,2.0,0.0,0.0,2.0,3.2,3.75,1.9,3.05,4.0,1.9,3.2,3.5
193,2004-12-28 12:00:00,Charlton,Everton,2.0,0.0,1,0.0,0.0,D,M Riley,12.0,5.0,8.0,3.0,13.0,11.0,8.0,2.0,0.0,0.0,0.0,1.0,2.62,3.2,2.6,2.5,3.2,2.55,2.5,3.1,2.5
194,2004-12-28 12:00:00,Fulham,Birmingham,2.0,3.0,3,1.0,2.0,A,M Clattenburg,10.0,6.0,7.0,5.0,9.0,13.0,7.0,3.0,1.0,0.0,0.0,0.0,2.37,3.2,2.9,2.2,3.1,3.1,2.25,3.2,2.75
195,2004-12-28 12:00:00,Liverpool,Southampton,1.0,0.0,1,1.0,0.0,H,M Halsey,19.0,3.0,11.0,2.0,6.0,12.0,7.0,3.0,0.0,3.0,0.0,0.0,1.36,4.33,9.0,1.3,4.5,9.0,1.36,3.75,8.0
196,2004-12-28 12:00:00,Man City,West Brom,1.0,1.0,2,1.0,0.0,H,A D'Urso,11.0,0.0,4.0,0.0,7.0,10.0,11.0,0.0,0.0,0.0,0.0,1.0,1.53,3.75,6.5,1.5,3.55,6.5,1.53,3.5,5.5
197,2004-12-28 12:00:00,Middlesbrough,Norwich,2.0,0.0,1,0.0,0.0,D,H Webb,17.0,10.0,11.0,2.0,13.0,10.0,8.0,4.0,1.0,1.0,0.0,0.0,1.5,3.75,7.0,1.45,3.6,7.5,1.44,3.6,6.5
198,2004-12-28 12:00:00,Portsmouth,Chelsea,0.0,2.0,3,0.0,0.0,D,A Wiley,4.0,12.0,2.0,9.0,12.0,15.0,5.0,4.0,1.0,3.0,0.0,0.0,6.5,3.75,1.53,6.0,3.45,1.55,6.0,3.4,1.5
199,2004-12-28 12:00:00,Tottenham,Crystal Palace,1.0,1.0,2,0.0,0.0,D,U Rennie,17.0,11.0,14.0,7.0,10.0,15.0,5.0,6.0,1.0,0.0,0.0,0.0,1.57,3.5,6.5,1.45,3.7,6.75,1.53,3.5,5.5
200,2004-12-29 12:00:00,Newcastle,Arsenal,0.0,1.0,3,0.0,1.0,A,S Bennett,9.0,13.0,5.0,6.0,10.0,21.0,4.0,8.0,1.0,4.0,0.0,0.0,3.75,3.5,1.9,4.3,3.2,1.8,3.75,3.3,1.8
201,2005-01-01 12:00:00,Aston Villa,Blackburn,1.0,0.0,1,0.0,0.0,D,H Webb,11.0,9.0,3.0,4.0,9.0,9.0,6.0,7.0,1.0,0.0,0.0,0.0,1.9,3.1,4.33,1.75,3.2,4.6,1.8,3.3,3.75
202,2005-01-01 12:00:00,Bolton,West Brom,1.0,1.0,2,0.0,1.0,A,M Dean,25.0,11.0,15.0,7.0,13.0,15.0,7.0,3.0,0.0,1.0,0.0,0.0,1.66,3.4,5.5,1.55,3.5,5.75,1.61,3.3,5.0
203,2005-01-01 12:00:00,Charlton,Arsenal,1.0,3.0,3,1.0,1.0,D,M Halsey,7.0,8.0,4.0,5.0,13.0,15.0,1.0,2.0,1.0,1.0,0.0,0.0,6.0,3.4,1.61,7.0,3.7,1.45,5.5,3.3,1.57
204,2005-01-01 12:00:00,Fulham,Crystal Palace,3.0,1.0,1,1.0,1.0,D,D Gallagher,12.0,7.0,6.0,3.0,11.0,18.0,4.0,2.0,1.0,3.0,0.0,0.0,2.0,3.2,3.75,1.85,3.2,4.0,1.9,3.2,3.5
